paper,run_id,window_start,window_end,spec,year_fe,industry_fe,nobs,r2,beta_gpt_z,se_gpt_z,p_gpt_z,beta_ln_market_cap,se_ln_market_cap,p_ln_market_cap,beta_ln_volatility,se_ln_volatility,p_ln_volatility,beta_lmmd_z,se_lmmd_z,p_lmmd_z,beta_neg_z,se_neg_z,p_neg_z,beta_pos_z,se_pos_z,p_pos_z,beta_disagreement,se_disagreement,p_disagreement
paper1,1,0,1,GPT+LMMD+Controls+YearFE,True,False,1086,0.029660313571222674,0.09033669736399681,0.0851758203391099,0.28887587371631596,-0.0033184983338464084,0.053335234743039105,0.9503879338467421,0.5256734304882944,0.2699145475150843,0.05146823094276396,0.16485735747416672,0.0824530265912495,0.04556407432648988,,,,,,,,,
paper1,1,0,1,GPT+LMMD+Controls+YearFE+IndFE,True,True,1086,0.09052858299301103,0.10441582622610524,0.08713203347367722,0.2307756354962962,-0.02361542231340474,0.05194498021534647,0.6493799369168045,0.592767428787812,0.2842025373652287,0.037003830234200924,0.15596476701882683,0.08636912261969285,0.07095066124372913,,,,,,,,,
paper1,1,0,1,LMMD_Neg,False,False,1086,0.009067251088286987,,,,,,,,,,,,,-0.20628091168319074,0.07690924818123315,0.007315414454260686,,,,,,
paper1,1,0,1,LMMD_Neg+IndFE,False,True,1086,0.06942294042167096,,,,,,,,,,,,,-0.2133229776857022,0.07966502674433212,0.007411864935285628,,,,,,
paper1,1,0,1,LMMD_Neg+YearFE,True,False,1086,0.021211588351066624,,,,,,,,,,,,,-0.165514086789608,0.08226779863266329,0.04423111673283665,,,,,,
paper1,1,0,1,LMMD_Neg+YearFE+IndFE,True,True,1086,0.081353449142477,,,,,,,,,,,,,-0.16294518443050826,0.08535272561131739,0.056251767776250725,,,,,,
paper1,1,0,1,LMMD_Neg+Controls,False,False,1086,0.009320142699268619,,,,-0.02454448807584277,0.05478075804240401,0.6541175145912005,0.03156207800617833,0.1809307825622091,0.8615174556787416,,,,-0.20795933664727245,0.07833015903568565,0.007933012864242537,,,,,,
paper1,1,0,1,LMMD_Neg+Controls+IndFE,False,True,1086,0.06987963182313961,,,,-0.041306946013843444,0.052605350443836844,0.4323226662610752,0.0005252292147823085,0.1845981254038761,0.9977298159718112,,,,-0.213978810661989,0.08086582032801069,0.008142644550492809,,,,,,
paper1,1,0,1,LMMD_Neg+Controls+YearFE,True,False,1086,0.026574669268669693,,,,-0.0031424412071992293,0.05347625146732951,0.9531406373107267,0.5476862298396145,0.2682014292428714,0.04114453747023096,,,,-0.17009900355029553,0.08202189411873706,0.0380956242610584,,,,,,
paper1,1,0,1,LMMD_Neg+Controls+YearFE+IndFE,True,True,1086,0.08691319102530148,,,,-0.018360585589360715,0.05167654709733419,0.7223661831717574,0.5885806569716365,0.2831022331810838,0.03761374223542061,,,,-0.1538929193457922,0.085258763593841,0.0710731200166421,,,,,,
paper1,1,0,1,LMMD_Pos,False,False,1086,0.003576357098361571,,,,,,,,,,,,,,,,0.1295512653748735,0.06379892749808896,0.04229373675776843,,,
paper1,1,0,1,LMMD_Pos+IndFE,False,True,1086,0.0647970920465969,,,,,,,,,,,,,,,,0.15081819206133495,0.07689837644053686,0.04984796962147041,,,
paper1,1,0,1,LMMD_Pos+YearFE,True,False,1086,0.018902902359768103,,,,,,,,,,,,,,,,0.11972884679792449,0.06678228896649088,0.07300117516649822,,,
paper1,1,0,1,LMMD_Pos+YearFE+IndFE,True,True,1086,0.0800927753347882,,,,,,,,,,,,,,,,0.1418422078952456,0.0799165424508832,0.07591783754440179,,,
paper1,1,0,1,LMMD_Pos+Controls,False,False,1086,0.0039236917108556035,,,,-0.03221710794255112,0.057271392803063106,0.5737522183385493,-0.0593508694349817,0.18166263138683672,0.7438877726345412,,,,,,,0.12920684471126678,0.06398146590548012,0.04344132387170911,,,
paper1,1,0,1,LMMD_Pos+Controls+IndFE,False,True,1086,0.06544314704116438,,,,-0.04976113715255001,0.05585167519036117,0.37295515760832065,-0.05691616921520754,0.18468345681419346,0.7579436335086622,,,,,,,0.15375967523104245,0.07788311529268868,0.048354877501883387,,,
paper1,1,0,1,LMMD_Pos+Controls+YearFE,True,False,1086,0.023731633078833747,,,,-0.007434671215302609,0.055677808725885534,0.8937740495834776,0.5144254900648607,0.273570232891582,0.060051580355716776,,,,,,,0.11479288796276724,0.06598202021860053,0.08190114632903335,,,
paper1,1,0,1,LMMD_Pos+Controls+YearFE+IndFE,True,True,1086,0.08612759559581584,,,,-0.023464863921054145,0.05424715735643445,0.6653382912940524,0.6059618961391511,0.28520267467044336,0.03361406197887097,,,,,,,0.1426379613716572,0.07915003051906455,0.0715263123197402,,,
paper1,1,0,1,LMMD_PosNeg,False,False,1086,0.011789086216466238,,,,,,,,,,,,,-0.1969833753731805,0.07614913150474116,0.009686884095059292,0.11340096050183003,0.06313751833693733,0.0724794611348162,,,
paper1,1,0,1,LMMD_PosNeg+IndFE,False,True,1086,0.07152697651362394,,,,,,,,,,,,,-0.1982945864745531,0.07954698701180284,0.012674085378326958,0.12139134235157022,0.07466107101818208,0.103971195211063,,,
paper1,1,0,1,LMMD_PosNeg+YearFE,True,False,1086,0.023716899987759277,,,,,,,,,,,,,-0.15814945621459292,0.08128825875375477,0.05171017228972503,0.10989537668924475,0.06572647865065183,0.09452220881392241,,,
paper1,1,0,1,LMMD_PosNeg+YearFE+IndFE,True,True,1086,0.08349983154646357,,,,,,,,,,,,,-0.1491982934948354,0.08503678532935058,0.07934234607266902,0.12374394879018279,0.07791151574611802,0.11222696439742401,,,
paper1,1,0,1,LMMD_PosNeg+Controls,False,False,1086,0.012054075262010966,,,,-0.02475516647029334,0.055279502594467636,0.6542844187921335,0.0345104967987318,0.18125309597070705,0.8489960983000778,,,,-0.19881387606387235,0.07746787524408874,0.01027590227765562,0.11365850359647889,0.06304946368995185,0.07143724777365315,,,
